Index,Tweet,Tanggal,Jumlah Retweet,Username,User ID,Name,Location,User Desc
13,"https://t.co/9YcHI0Gs0g Padahal sudah Menurun itu kata nya,..menurun tes pcr new case nya 🤣 @KemenkesRI… https://t.co/LD8MWSVBYB",2021-04-05 05:10:05,0,drfrank009,1279793956507680768,Densis 99 pret,"Maebashi-shi, Gunma","pekerjaan membiarkan dan memelihara komoditas org2 sinting,spesialisasi pekerjaan tdk pernah tuntas,ahli mengalihkan ke kelompok yg tdk disukai"
14,"Bulan Ramadan, pemerintah tetap akan menjalankan vaksinasi bagi sasaran yang telah ditetapkan sesuai dengan tahapan… https://t.co/Qs1hQubvjs",2021-04-05 04:57:10,2,setkabgoid,260686783,Sekretariat Kabinet,Jakarta,"Akun resmi Sekretariat Kabinet RI. Kontak: humas@setkab.go.id, Facebook: @Setkabgoid, Instagram: @sekretariat.kabinet, YouTube: Sekretariat Kabinet RI"
15,"@KemenkesRI Tahu kawan tahu lawan,nambah musuh karna sampai saat ini msh ad tetangga yg blom menyapa saya sebagai mantan covid....",2021-04-05 04:36:04,0,Luluk27197299,1373981806119161871,Luluk,,luluk
16,"Covid 19 itu cuma menyerang kerumunan di Petamburan, covid 19 itu takut sama kerumunan yg dihadiri oleh @jokowi &amp; p… https://t.co/zAlSQGVvCP",2021-04-05 04:15:32,0,YMerbabu,1095493044290220032,Cah Merbabu musuh BuzzeRp pekok,Indonesia,Bukan Anak Lurah Godie bag
17,"Program vaksinasi Covid 19 tetap berjalan dibulan Ramadhan dan dalam kondisi puasa sekalipun.
@KemenkesRI… https://t.co/6QTEAOVgIR",2021-04-05 03:56:22,0,sueobrien1991,124436269,Indonesia Maju,"Pati, Indonesia",🍇🍇🍇
18,"Program vaksinasi Covid 19 tetap berjalan dibulan Ramadhan dan dalam kondisi puasa sekalipun.
@KemenkesRI… https://t.co/drZepBTVoY",2021-04-05 03:56:11,0,LaudyOe,1346293737190637569,Laudy_Oe,,minimalis make up club • 💯% pecinta masakan Indonesia • NKRI harga mati • Pŕogram Follbaçk 💯%
19,"Program vaksinasi Covid 19 tetap berjalan dibulan Ramadhan dan dalam kondisi puasa sekalipun.
@KemenkesRI… https://t.co/joPYFECzFj",2021-04-05 03:54:57,0,FaktaNKRI72,1346107064536371201,Fakta Indonesia,"Semarang Tengah, Indonesia","Optimis #IndonesiaMaju
• 💯% Indonesia"
20,"Program vaksinasi Covid 19 tetap berjalan dibulan Ramadhan dan dalam kondisi puasa sekalipun.
@KemenkesRI… https://t.co/7YuMLV7Jfe",2021-04-05 03:53:25,0,JeKaTe42,1301985819482234880,JKT42,"Semarang Tengah, Indonesia",Berselancar dihatimu
21,"Program vaksinasi Covid 19 tetap berjalan dibulan Ramadhan dan dalam kondisi puasa sekalipun.
@KemenkesRI… https://t.co/D2Tlp3b62T",2021-04-05 03:52:47,0,LinNasution,1089167212638687232,LinNasution,indonesia,cookie monster
22,Banyak yang berkomentar kejadian ikutan pasca imunisasi (KIPI) vaksinasi Covid-19 sebelum keluar hasil investigasi… https://t.co/TTpGGsqZLs,2021-04-05 03:13:12,0,ansharullahmd,1135404378,亀仙人,Pontianak,"Look at what is being said, not who is saying it - Ali (RA)"
23,"@KemenkesRI selamat pagi untuk bapak/ibu di tempat, saya sangat kecewa dengan Kemenkes yang dimana insentif perawat… https://t.co/2OuFnrOqTE",2021-04-05 02:37:26,0,asrama_yanti,1324177266868322306,Asrama Yanti Saragih,"Kota Medan, Sumatera Utara",
24,@KemenkesRI @Medicine_UI Temukan jawaban dari pertanyaan-pertanyaan seputar vaksinasi Covid-19 hanya di Episode 3 d… https://t.co/VI6KPVFRPW,2021-04-05 02:30:24,0,EOCRU_Official,935743648607752194,Eijkman-Oxford Clinical Research Unit,Jakarta Capital Region,We fight against tropical infections using science and a passion for doing it!
25,Bagaimana tahapan prioritas vaksinasi di Indonesia? Apa yang perlu dilakukan agar dapat menerima vaksinasi Covid-19… https://t.co/wzAe62A5Rz,2021-04-05 02:30:23,0,EOCRU_Official,935743648607752194,Eijkman-Oxford Clinical Research Unit,Jakarta Capital Region,We fight against tropical infections using science and a passion for doing it!
26,"Ternyata @KemenkesRI tdk mengajukan tes antibodi setelah vaksinasi Covid-19, lho sohIB. 
Kira2 apa ya alasannya? Lg… https://t.co/Yn0eeMuG61",2021-04-05 02:00:00,11,IndonesiaBaikId,831050085534363648,Indonesia Baik,Indonesia,📱Sajian konten informasi digital | 📊Fakta dan data menarik setiap hari | 📌Powered by @djikp @kemkominfo | #️⃣ #IndonesiaBaik #YangMudaSukaData
27,"Pembatasan Sosial Berskala Mikro. 
Bisa padat seperti ini apakah wabah covid sudah tidak ada lagi pak . 
Pagi Fly o… https://t.co/T00uL4Z3vi",2021-04-05 01:41:27,0,aley_bro,1369990295329202187,R_Aley,,"Orang Biasa
Bukan Siapa siapa
#BukanAnom
Akun ke 3 ad intr HMP
#Ibu Penyayang Keluarga
#Bangga Zeni Tempur
#CentongNasi"
28,WHO dan UNICEF terus mendukung @KemenkesRI dengan bantuan teknis pada semua aspek vaksinasi #COVID19 untuk memastik… https://t.co/S64U8tW7cp,2021-04-05 00:00:03,1,UNinIndonesia,23945213,UN in Indonesia,"Jakarta, Indonesia",Official Twitter account of the United Nations in Indonesia. @valeriejulliand ➡️ UN Resident Coordinator in Indonesia.
29,@drpriono1 @KemenkesRI Turunkan biaya tes cepat antigen untuk alat screening covid-19 yg akurat untuk perjalanan dg… https://t.co/SB34HN6W0v,2021-04-04 18:40:16,0,margo_siswadi,1279453762155773952,Margo Siswadi,,Pernah kuliah di  Fisipol  Universitas Muhammadiyah Jakarta prodi ilmu politik konsentrasi Hubungan Internasional
30,"Sobat Jatim,  berikut ini peta sebaran COVID-19 di Jawa Timur s.d. 4 April  2021.   
@KhofifahIP @EmilDardak… https://t.co/vg2ZgCRf9r",2021-04-04 16:45:46,8,JatimPemprov,771337601269714944,Pemprov Jawa Timur,"Jawa Timur, Indonesia",Akun Resmi Pemerintah Provinsi Jawa Timur timmedsos@jatimprov.go.id
31,"@gantinamaakunnn @drpriono1 @BudiGSadikin @KemenkesRI @acuan gembar gembor masalah vaksin, tapii masih ada banyak y… https://t.co/BfXaoKZpHp",2021-04-04 15:57:15,1,dresscantik2,1371694765654351872,dresscantik,,aku tau kalau kamu tau
32,@gantinamaakunnn @drpriono1 @BudiGSadikin @KemenkesRI @acuan MANA ADA YG PEDULI KENAIKAN COVID HARI INI JIKA MEREKA… https://t.co/QpUT0oP80q,2021-04-04 15:50:13,1,jokrembes,1345657331783090176,Jok Rembes,,Tetap Menyerah dan jangan Semangat
33,"@gantinamaakunnn @RenderNunggu @drpriono1 @BudiGSadikin @KemenkesRI @acuan #PanduKemana

https://t.co/TplfKQvGj4

1… https://t.co/j9cGULzLSe",2021-04-04 15:43:09,0,RockySalamena,1371826289804513282,Rocky Salamena,,jang MANISO deng BETA
34,@gantinamaakunnn @drpriono1 @BudiGSadikin @KemenkesRI @acuan Angka kematian terkonfirmasi COVID-19 di Jawa Timur me… https://t.co/MSbiOGqZ4p,2021-04-04 15:38:10,1,daudalawiyah,1043910472318169088,Daud Alawiyah,,Hidup dengan berkah
35,"Kematian Akibat Covid-19 Hari Ini Rekor Tertinggi Kedua, Kinerja Kemenkes Dipersoalkan

Ada tanggapan bro… https://t.co/EAxyNeV7qX",2021-04-04 15:25:17,9,gantinamaakunnn,1015449492991033344,datuk muda🇮🇩,"California, USA",Negeri bertuah!
36,UPDATE Kasus COVID-19 di Indonesia Minggu 4 Maret https://t.co/ucNudcrzDB via @holopiscom @BNPB_Indonesia… https://t.co/fAk0D2mPoY,2021-04-04 14:50:54,1,holopiscom,1366400664960573441,holopiscom,"Jakarta Capital Region, Indone",Bersama Untuk Indonesia
37,Kejar Tercapainya Herd Immunity dengan Vaksinasi Gotong Royong dan Antisipasi Embargo Vaksin Covid-19… https://t.co/VKSyoeCHlm,2021-04-04 14:15:54,3,DokterAri,250045325,Dr.Ari Syam,Jakarta Indonesia,"MD,PhD,MMB,FACP,FACG
Internist Gastroenterologist
Faculty of Medicine, Universitas Indonesia
-Care About What's Happening around us
#GerakanAntiHoaksKesehatan"
38,“Saat ini ada kecenderungan penurunan angka penderita COVID-19 di DKI Jakarta. Kita tetap harus patuhi protokol kes… https://t.co/qc1ajAVjjs,2021-04-04 13:31:34,0,bps_statistics,3021760068,Badan Pusat Statistik,"Jakarta,Indonesia","Akun resmi milik Badan Pusat Statistik.
Pelopor Data Statistik Tepercaya untuk Semua.

Kami ada untuk #MencatatIndonesia."
39,"@KemenkesRI 3.Ada Target Nasional,
Daerah2,Rencana yg ingin Dicapai lbh Optimal,Per Minggu,ttg:

-Penurunan Jumlah:… https://t.co/R3sIbpItIu",2021-04-04 13:26:40,0,1404Stj,1172883421900627970,Abdi NURU,INDONESIA,"FAS TABIQUL KHAIRAATI.

hambaNYA yg amat sngt kecil.
Lbh kecil dr sebuah titik kecil
di Bumi,apalagi di Alam
smesta ciptaan ALLAH.

Cinta Bangsa-NKRI,krn ALLAH."
40,"@KemenkesRI Semangaat INDONESIA

Berdasar DATA pkembangan covid

SEMOGA:

1.PPKM Mikro:
-Diperpanjang lagi
-Diperke… https://t.co/l3LS74StcS",2021-04-04 13:09:05,0,1404Stj,1172883421900627970,Abdi NURU,INDONESIA,"FAS TABIQUL KHAIRAATI.

hambaNYA yg amat sngt kecil.
Lbh kecil dr sebuah titik kecil
di Bumi,apalagi di Alam
smesta ciptaan ALLAH.

Cinta Bangsa-NKRI,krn ALLAH."
41,"@dhemitKali @liatamp @drpriono1 @KemenkesRI Stand in someone's shoes.
Tidak ada yg menakut2i.
Tapi anda sepertinya… https://t.co/UwglN9kYoa",2021-04-04 12:39:35,0,uulcha,78871867,MissDimples,Indonesia,#INFJ | 🐱🐶 | #ProudToBeATLM
42,"Selamat malam #sobatkriskes, berikut perkembangan Covid-19 di Indonesia tanggal 04 April 2021, pkl 16.00 WIB 

Covi… https://t.co/u3XBTzdfXn",2021-04-04 11:17:50,2,infoppkk,2467109641,Pusat Krisis Kesehatan Kemenkes RI,"Kuningan, DKI Jakarta",Akun Resmi Pusat Krisis Kesehatan Kementerian Kesehatan Republik Indonesia
43,Tolong d bantu pak.relawan covid d RSUD Cengkareng.Dari thn 2020 sampai bln April 2021 mereka blum trima gaji insen… https://t.co/hanARawcvi,2021-04-04 10:57:07,1,wendi_bang,1313029485147512832,Bang Wendi,,
44,4 atau 5 bln insentif covid tenaga relawan belum d bayarkan d tahun 2020.sampai sekarang d bulan April 2021 belum p… https://t.co/r5PLBn8YRO,2021-04-04 10:54:27,1,wendi_bang,1313029485147512832,Bang Wendi,,
45,"Assalamu'alaikum 
Pak. Adik sy bekerja sebagai perawat relawan d rsud cengkareng sampai sekarang belum Trima insent… https://t.co/olFMJ7XgWz",2021-04-04 10:52:54,1,wendi_bang,1313029485147512832,Bang Wendi,,
46,"@drpriono1 @KemenkesRI Jgn bahas covid dulu om, kondangan dulu https://t.co/ysD4fks5c3",2021-04-04 08:30:40,0,pulungarbi,3008634528,Ayah Riffat & Bromo,Bandung,Ayah Riffat Ardiansyah & Arkana Bromo - Suka Lari Dimana saja - Suka Bilang Kalo Cinta Jangan Marah - Suka Kamu - Kontraktor Interior Furniture
47,@dhemitKali @liatamp @drpriono1 @KemenkesRI Orang yg awam dg ilmu kesehatan kalau belum ngerasain sendiri kena covi… https://t.co/5cxa3lpxXX,2021-04-04 08:08:26,0,uulcha,78871867,MissDimples,Indonesia,#INFJ | 🐱🐶 | #ProudToBeATLM
48,"Dukungan keluarga untuk mengikutsertakan orang tua vaksinasi COVID-19, sangat penting agar lansia sebagai kelompok… https://t.co/B1PyOEQhgh",2021-04-04 08:00:00,0,FitRadioBandung,241936971,94.8 FM FIT Radio Bandung,Jl. Surya Sumantri No. 6c,"Healthy Life Style Radio
SMS & WhatsApp : 08112102948
Streaming : https://t.co/lCbdBJELpT
Member of @FitRadioNetwork 
Elshinta Media Group
#StayFitForLife"
49,"#Healthies, saksikan keterangan pers seputar update penanggulangan COVID-19 sore ini pukul 15.00 WIB

Live streamin… https://t.co/cMWxn2Tw9Q",2021-04-04 07:39:45,4,KemenkesRI,161236190,Kemenkes RI,"Jakarta, Indonesia","Kementerian Kesehatan RI; Jl. HR. Rasuna Said Blok X5 Kav. 4-9, Jakarta Selatan 12950; Telp: (021) 52907416-9 Halo Kemenkes: (kode lokal) 1-500567"
50,Tolong d bantu pak.relawan covid d RSUD Cengkareng.Dari thn 2020 sampai bln April 2021 mereka belum terima gaji ins… https://t.co/MEoZeIcYO2,2021-04-04 05:09:13,1,wendi_bang,1313029485147512832,Bang Wendi,,
51,4 atau 5 bulan insentif covid tenaga relawan belum d bayarkan d tahun 2020.sampai sekarang d bulan April 2021 belum… https://t.co/IfEEhvJpPj,2021-04-04 05:06:53,1,wendi_bang,1313029485147512832,Bang Wendi,,
52,"Assalamu'alaikum 
Pak. Adik saya bekerja sebagai perawat relawan d rsud cengkareng sampai sekarang belum Trima inse… https://t.co/otHCfMOwnS",2021-04-04 05:03:25,1,wendi_bang,1313029485147512832,Bang Wendi,,
53,"@drpriono1 @KemenkesRI Pernikahan artis yg dihadiri oleh kepala negara dan mentri kenapa tidak dikomentari dok??

A… https://t.co/d6EDXTL9jU",2021-04-04 04:22:04,0,AlhamidRejal,102295525,Hamid S.H.,Java island,"Jangan Bersedih, ALLOH bersama kita"
54,"Nunggak Rp 1 Triliun Lebih, Cegah Pemotongan 
Kemenkes Janji Segera Cairkan Insentif Nakes

@KemenkesRI #Nakes… https://t.co/Xak1lpxfw8",2021-04-04 03:13:14,1,RakyatMerdeka99,712276389286686721,Rakyat Merdeka,"Graha Pena, Kebayoran Lama 12",Official Twitter of Rakyat Merdeka | The Political Newsleader | Web: https://t.co/9ixe3692h2| FB: Rakyat Merdeka | IG @rakyatmerdeka1999 | https://t.co/R8IYz8yNwb
55,Menteri Luar Negeri Retno LP Marsudi Berharap China Komitmen Kirim Vaksin Covid-19 Sesuai Jadwal Disepakati… https://t.co/ulJTeh4R8l,2021-04-04 00:08:26,0,KoranBUMN,811897280563290112,Koran BUMN,"DKI Jakarta, Indonesia","BUMN sebagai Agent of Development yang besar, kuat dan lincah
koranbumn@gmail.com"
56,"Sobat Jatim,  berikut ini peta sebaran COVID-19 di Jawa Timur s.d. 3 April  2021.   
@KhofifahIP @EmilDardak… https://t.co/FVOnJBmpNo",2021-04-03 21:23:26,7,JatimPemprov,771337601269714944,Pemprov Jawa Timur,"Jawa Timur, Indonesia",Akun Resmi Pemerintah Provinsi Jawa Timur timmedsos@jatimprov.go.id
57,@KemenkesRI Ini emg pasien covid harus ditemani keluarga ya (yg dirawat di RS)? Ayah saya positif covid di RSUD Mat… https://t.co/SV5ZuyKRXf,2021-04-03 15:04:24,0,Phixea29,988342796,Phixea Lee,AFF,YG Freaks - A beginner author @ AFF -  VIP - iKON - B.I's GF - CLassified - Infiknight
58,UPDATE Kasus COVID-19 di Indonesia Sabtu 3 April 2021 https://t.co/u3QGmCCkRh via @holopiscom @BNPB_Indonesia… https://t.co/b7JM5CJX58,2021-04-03 14:52:48,0,holopiscom,1366400664960573441,holopiscom,"Jakarta Capital Region, Indone",Bersama Untuk Indonesia
59,@KemenkesRI JGN CUMA FOKUS KE COVID SEDANG PENYAKIT LAIN YG LEBIH BERBAHAYA KALIAN ABAIKAN. TRANSPORT UTK PASIEN TB… https://t.co/T1fq7ITBel,2021-04-03 12:11:03,0,SecangkirTeh11,1210747636505960448,SecangkirTeh,,me its me
60,@NinjaCir3ng @KemenkesRI @narkosun @03__nakula @NgkongRoses @mochamadarip Knp gk menggunakan Program Drive Thru aj.… https://t.co/zjPXIs6cRU,2021-04-03 11:31:51,2,AirinNzBergincu,1358633848033013761,Gadis Bergincu,,"Akun 1 @Airin_NZ uda Almarhum
Akun ke-2 @AirinAirin_NZ lagi di Karantina.
& ini akun ke 3.."
61,"@NayDonuts @KemenkesRI Tahukah kamu..??

Klw Pemerintah terus mempermudah akses bagi msyrkt utk mendapatkan vaksin… https://t.co/Bzllmy09uA",2021-04-03 11:29:19,1,AirinNzBergincu,1358633848033013761,Gadis Bergincu,,"Akun 1 @Airin_NZ uda Almarhum
Akun ke-2 @AirinAirin_NZ lagi di Karantina.
& ini akun ke 3.."
62,"@NinjaCir3ng @KemenkesRI @narkosun @03__nakula @NgkongRoses @mochamadarip Ayo daftarkan lansia mu, bukti kepedulian… https://t.co/BHv52XXS0L",2021-04-03 10:25:55,4,NayDwiyana,195305417,🌵,Indonesia,"Smile, cause you know the rain won't last forever."
63,@triwul82 @KemenkesRI Keluarga harus peduli dengan kesehatan lansia jangan sampai mereka terpapar covid-19 selama m… https://t.co/yHCyVotSjK,2021-04-03 10:21:56,2,NayDwiyana,195305417,🌵,Indonesia,"Smile, cause you know the rain won't last forever."
64,"@KemenkesRI 
Apa ada informasi mengenai pemotongan insentif covid bagi dokter internsip? Sepertinya dulu bulan febr… https://t.co/lNwCRkCE18",2021-04-03 10:21:41,0,LukkunHakim,1180615551581745152,Lukman Hakim,,Human
65,"Bagaimana ini bisa terjadi @PemkotTebing , mohon pantaunnya pak @RahmayadiEdy  selaku ketua GUGUS COVID-19 SUMUT, d… https://t.co/EEQ3yGUz9W",2021-04-03 09:57:35,0,DakwahIstiqoma1,1274287630629273601,Dakwah Istiqomah,,dakwah Istiqomah adalah akun resmi dari Chanel dakwah Istiqomah_official
66,"Jlni vaksinasi Covid, Lansia brusia 99th; Sy prcya Vaksin in

Vaksin utk lansia sngt aman &amp; halal
Kita hrs prcya pr… https://t.co/Of3d4z4oqN",2021-04-03 09:54:59,10,AirinNzBergincu,1358633848033013761,Gadis Bergincu,,"Akun 1 @Airin_NZ uda Almarhum
Akun ke-2 @AirinAirin_NZ lagi di Karantina.
& ini akun ke 3.."
67,"Selamat malam #sobatkriskes, berikut perkembangan Covid-19 di Indonesia tanggal 03 April 2021, pkl 16.00 WIB 

Covi… https://t.co/EQxfB5TFWO",2021-04-03 09:40:31,3,infoppkk,2467109641,Pusat Krisis Kesehatan Kemenkes RI,"Kuningan, DKI Jakarta",Akun Resmi Pusat Krisis Kesehatan Kementerian Kesehatan Republik Indonesia
68,"Masyarakat Lanjut Usia (Lansia) sdh bisa DIVAKSINASI COVID-19.

Sebelum DIVAKSINASI peserta Lansia harus menjawab s… https://t.co/MzpbbCO3dy",2021-04-03 09:18:57,0,sirajapadoha,4517167514,👁 Hasian 👀,"Jakarta Selatan, DKI Jakarta",Pancasila & NKRI adlh harga mati 🇮🇩 🤝 👊
69,"Vaksinasi COVID-19 AMAN dan sama sekali TIDAK BERBAHAYA bagi Lansia. 

Untuk bisa MENGIKUTI VAKSINASI COVID-19 Lans… https://t.co/Xzsu8jfSLh",2021-04-03 08:59:05,1,sirajapadoha,4517167514,👁 Hasian 👀,"Jakarta Selatan, DKI Jakarta",Pancasila & NKRI adlh harga mati 🇮🇩 🤝 👊
70,"Sbagai salah satu kelompok yg rentan trpapar virus, Lansia menjadi prioritas dlm pemberian vaksin COVID-19.
&amp; Dukun… https://t.co/g3yhUrEYrq",2021-04-03 08:37:23,11,AirinNzBergincu,1358633848033013761,Gadis Bergincu,,"Akun 1 @Airin_NZ uda Almarhum
Akun ke-2 @AirinAirin_NZ lagi di Karantina.
& ini akun ke 3.."
71,"Hadiri Webinar GAMKI, Wiku Adisasmito Jelaskan Langkah Penanganan Covid-19.

@jokowi @Kiyai_MarufAmin @YaqutCQoumas… https://t.co/3wBG6Ds2oG",2021-04-03 08:13:50,1,dpp_gamki,1256832876328280064,DPP GAMKI,"DKI Jakarta, Indonesia","Official Account | Dewan Pengurus Pusat Gerakan Angkatan Muda Kristen Indonesia-DPP GAMKI 2019-2022 | Ketum: Willem Wandik, S.Sos | Sekum: Sahat M.P Sinurat S.T"
72,"Pesan Menkes Budi @KemenkesRI : 

“Jangan habis di suntik merasa jadi Superman, lebih kuat dari Kapolres”😂

Jadi, y… https://t.co/gtRuQfVHuc",2021-04-03 07:50:32,36,NayDonuts,1104398813844758528,🐥,,"The less you respond to rude, critical, argumentative people, the more peaceful your life becomes. Akun ke 2, @dwiyana_DKM"
73,"Dirjen Bimas Kristen Ajak Gereja Sosialisasikan Manfaat Vaksin Covid-19.

@Bimas_Kristen @fadjroeL @BNPB_Indonesia… https://t.co/9aD1CXj3DG",2021-04-03 07:40:01,1,dpp_gamki,1256832876328280064,DPP GAMKI,"DKI Jakarta, Indonesia","Official Account | Dewan Pengurus Pusat Gerakan Angkatan Muda Kristen Indonesia-DPP GAMKI 2019-2022 | Ketum: Willem Wandik, S.Sos | Sekum: Sahat M.P Sinurat S.T"
74,"Buat kamu tenaga kesehatan dan petugas di fasyankes di seluruh Indonesia yang telah menjalani vaksinasi, yuk ikuti… https://t.co/ZMvNRJgQfa",2021-04-03 07:18:37,28,KemenkesRI,161236190,Kemenkes RI,"Jakarta, Indonesia","Kementerian Kesehatan RI; Jl. HR. Rasuna Said Blok X5 Kav. 4-9, Jakarta Selatan 12950; Telp: (021) 52907416-9 Halo Kemenkes: (kode lokal) 1-500567"
75,"Kalau serius mau tekan penularan, gunakan alat penapis yg sudah direkomendasi @KemenkesRI yaitu tes cepat antigen.… https://t.co/hlANfv0upP",2021-04-03 06:12:35,15,drpriono1,1297362611026059269,Juru Wabah,Indonesia,"Juru Wabah. Dahulu @drpriono, Pandu Riono. PhD (Epidemiology)-UCLA; MPH(Biostatistics) Univ. of Pittsburgh; Dr (FKUI). Bekerja di FKMUI"
76,"Ibu saya usia 76 tahun, sebelumnya beliau sehat2 saja, tetapi setelah vaksin covid 19, beliau jd lemas dan cenderun… https://t.co/yyP5DP6QCz",2021-04-03 05:05:22,0,tika_sudrajat,401395298,Tika P Dewi,,
77,"Lah ini lahan pemakaman habis melulu,cepat habis,masih aja tambah lahan terus itu @KemenkesRI @BNPB_Indonesia dasar… https://t.co/xPvPThfq3g",2021-04-03 04:56:16,0,drfrank009,1279793956507680768,Densis 99 pret,"Maebashi-shi, Gunma","pekerjaan membiarkan dan memelihara komoditas org2 sinting,spesialisasi pekerjaan tdk pernah tuntas,ahli mengalihkan ke kelompok yg tdk disukai"
78,@Sugit38368578 @kemenpendidikan @KemenkesRI @birohukumdikbud Kalo saya sbg orangtua juga mikir2 dulu utk bertatap m… https://t.co/QUbiLabTG6,2021-04-03 04:16:34,0,amoysilitonga,760712994129113088,Maria Silitonga,"Jakarta Capital Region, Indonesia",
79,"@narkosun @KemenkesRI Makin cepet lansia di Vaksinasi maka lansia aman dari virus covid 19, segerakan 👍",2021-04-03 03:59:35,0,NinjaCir3ng,890934467409215488,Official : Kang Cir3ng®️ by N҉I҉N҉J҉A҉ K҉U҉R҉O҉,Close To U,"it's my way,ninja way,
moving in silence and hide in the crowd,
Real Acc,Real Reply,Real RT,Real Like,
No DM,No Porn,No Racist 
-Sid Vicious here-
PUNK NOT DEAD"
80,"@KemenkesRI @dinkeskarawang 
Klu standard depkes  penanganan kasus Covid di kita bagaimana sebenanya.
Di kampung ad… https://t.co/PBe4yF6MTf",2021-04-03 03:37:15,0,hbasuni,100523812,Hanafi,,
81,Lansia termasuk kelompok berisiko tinggi yang apabila tertular C-19 justru akan memperburuk kondisi kesehatan merek… https://t.co/8l0r8NX0ir,2021-04-03 02:28:18,28,tolakbigotnkri,1095278812181389312,#TolakPembodohan,,Saya Influencer Jokowi
82,"@firdzaradiany Dorong percepatan vaksinasi anak2 juga @KemenkesRI
@BudiGSadikin

 https://t.co/iPchxsc0K5",2021-04-03 02:26:18,0,MSyam_ilwa,1037228386752421888,M.Syam Ilwa,Alaska,Jalan yang benar
